pedestrianId simTime endTime-PID1 startX-PID1 startY-PID1 endX-PID1 endY-PID1 targetId-PID2
-1 0 -1 6.2 33 6.2 33 -1
-1 0 -1 15 33 15 33 -1
-1 0 -1 23.8 33 23.8 33 -1
1 0.0 0.7209225495540587 13.86814628297362 47.201 13.868146282973623 46.47925590084649 21
2 0.0 0.5486019159314774 14.27014628297362 47.201 14.79384301328106 46.54126352147192 21
2 0.5486019159314774 1.097203831862955 14.79384301328106 46.54126352147192 14.793843013281059 45.69893906709858 21
1 0.7209225495540587 1.4418450991081173 13.868146282973623 46.47925590084649 13.6157721693287 45.80307408252773 3
2 1.097203831862955 1.6458057477944323 14.793843013281059 45.69893906709858 14.665794256008528 44.91460180010907 3
1 1.4418450991081173 2.162767648662176 13.6157721693287 45.80307408252773 12.992904902478505 45.43844973809981 3
2 1.6458057477944323 2.19440766372591 14.665794256008528 44.91460180010907 13.897528754132273 44.56923445211253 3
3 2.0 2.494378460173958 13.86814628297362 47.201 13.868146282973619 46.46697924009107 21
4 2.0 2.515290984861902 14.27014628297362 47.201 14.936016428370685 46.67214286504687 21
1 2.162767648662176 2.8836901982162346 12.992904902478505 45.43844973809981 12.550210901846057 44.86928804532425 3
2 2.19440766372591 2.7430095796573872 13.897528754132273 44.56923445211253 13.474291550213877 43.91618364966473 3
3 2.494378460173958 2.9887569203479156 13.868146282973619 46.46697924009107 14.089673015056139 45.92511735678447 5
4 2.515290984861902 3.030581969723804 14.936016428370685 46.67214286504687 14.936016428370685 45.82180592022915 21
2 2.7430095796573872 3.2916114955888647 13.474291550213877 43.91618364966473 12.939385894596207 43.271662850154385 3
1 2.8836901982162346 3.604612747770293 12.550210901846057 44.86928804532425 12.279556864663489 44.237761958564924 3
3 2.9887569203479156 3.4831353805218734 14.089673015056139 45.92511735678447 14.08967301505614 45.19109659687554 5
4 3.030581969723804 3.545872954585706 14.936016428370685 45.82180592022915 14.988556996656987 44.98656003929306 4
2 3.2916114955888647 3.840213411520342 12.939385894596207 43.271662850154385 12.384322184003198 42.644418560745585 3
3 3.4831353805218734 3.9775138406958312 14.08967301505614 45.19109659687554 14.089673015056139 44.45707583696661 5
4 3.545872954585706 4.061163939447608 14.988556996656987 44.98656003929306 14.988556996656987 44.13622309447534 4
1 3.604612747770293 4.325535297324352 12.279556864663489 44.237761958564924 11.971878154032565 43.64618593907894 3
2 3.840213411520342 4.38881532745182 12.384322184003198 42.644418560745585 11.786306262244416 42.157028956795585 3
3 3.9775138406958312 4.471892300869789 14.089673015056139 44.45707583696661 14.242414273888116 43.79635416241172 5
4 4.061163939447608 4.576454924309511 14.988556996656987 44.13622309447534 14.988556996656987 43.28588614965761 4
1 4.325535297324352 5.046457846878411 11.971878154032565 43.64618593907894 11.44939499195712 43.231891694424206 3
2 4.38881532745182 4.9374172433832975 11.786306262244416 42.157028956795585 11.128043029279285 41.656566822737815 3
5 4.3999999999999995 4.943667359281297 13.86814628297362 47.201 13.868146282973623 46.43237299212974 21
6 4.3999999999999995 4.909030322449801 14.27014628297362 47.201 14.957754318611315 46.60355670002339 21
3 4.471892300869789 4.966270761043747 14.242414273888116 43.79635416241172 14.88869145813768 44.14436605458745 5
4 4.576454924309511 5.091745909171413 14.988556996656987 43.28588614965761 14.61840793978817 42.520338897411825 4
6 4.909030322449801 5.418060644899602 14.957754318611315 46.60355670002339 14.957754318611316 45.69265423139105 21
2 4.9374172433832975 5.486019159314775 11.128043029279285 41.656566822737815 10.333649568768392 41.37647841467196 3
5 4.943667359281297 5.487334718562594 13.868146282973623 46.43237299212974 13.717413630235024 45.73843616380455 3
3 4.966270761043747 5.460649221217705 14.88869145813768 44.14436605458745 15.51055919978548 43.75440838012118 5
1 5.046457846878411 5.76738039643247 11.44939499195712 43.231891694424206 11.178740954774552 42.600365607664884 3
4 5.091745909171413 5.607036894033316 14.61840793978817 42.520338897411825 14.299531585481525 41.77629407069632 4
6 5.418060644899602 5.927090967349403 14.957754318611316 45.69265423139105 15.242411340058917 44.838683167048245 6
3 5.460649221217705 5.9550276813916625 15.51055919978548 43.75440838012118 15.915525204293271 43.142208240321885 5
2 5.486019159314775 6.034621075246253 10.333649568768392 41.37647841467196 9.763199879574918 40.756722302532346 3
5 5.487334718562594 6.031002077843891 13.717413630235024 45.73843616380455 13.42917850228368 45.0658875319181 3
4 5.607036894033316 6.122327878895218 14.299531585481525 41.77629407069632 13.980655231174879 41.03224924398081 4
1 5.76738039643247 6.488302945986529 11.178740954774552 42.600365607664884 10.553776383089856 42.23934783967849 3
